"","GCAPost8","GCAPost19","GCAPost13","GCAPost2","GCAPost7","GCAPost6","GCAPost1","GCAPost4","GCAPost16","GCAPost14","GCAPost25","GCAPost5","GCAPost12","GCAPost23","GCAPost11","GCAPost18","GCAPost21","GCAPost10","GCAPost22","GCAPost24","GCAPost17","GCAPost9","GCAPost15","GCAPost3","GCAPost20","total_score","outfitMNSQ","infitMNSQ"
"P1434",1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,16,1.12015810140253,1.13719298624863
"P1440",0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,16,1.20107518405948,0.974190199362621
"P1450",0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,16,1.26598365713911,1.05005949637284
"P1500",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,16,0.788815457318941,0.840189389034314
"P1509",1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,16,1.09672910939383,1.06155266892763
"P1512",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,16,0.848121026962892,0.941799614974632
"P1513",1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,16,0.793291726252311,0.876452995409244
"P1563",1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,16,0.854257413211611,0.90798774153034
"P1571",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,16,0.852383598086756,0.909002261857986
"P1573",1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,16,0.882517776480818,0.943902523390352
"P1574",1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,16,0.860109834055415,0.915044518435566
"P1582",1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,16,1.07757352583717,1.09503492796204
"P1589",1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,16,1.14367751072817,1.13792094814995
"P1601",1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,16,1.09250785255404,1.08332783064634
"P1609",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,16,0.81492160497683,0.903161502174404
"P1646",0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,16,1.47783561971078,1.29423029236713
"P1647",1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,16,0.867230604799203,0.922179496690053
"P1",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,17,0.781052001144617,0.876524935187975
"P40",1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,17,1.05827069400027,1.08927067665977
"P58",1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,17,0.957759172454854,0.998714334694922
"P77",1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,17,1.0342698403324,1.05963129160908
"P82",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,17,0.941280370415477,1.05233950522006
"P83",1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,17,1.3245804300328,1.15429542933188
"P90",1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,17,1.06023885571596,1.07357921180527
"P91",1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,17,1.02094522383708,1.04985675421323
"P101",1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,17,1.03992070903719,1.11475386749037
"P125",1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,17,1.13765395525157,1.13141676167881
"P141",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,17,0.756202357515824,0.853808677186528
"P156",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,17,0.894356297798834,0.942316645120004
"P199",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,17,0.831721781629902,0.924820955440029
"P203",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,17,0.796754700679351,0.898975316009908
"P207",1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,17,1.1896563033992,1.08526096763493
"P208",0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,17,1.43175695961502,1.16176338770022
"P215",1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,17,1.1611188304768,1.07654540991481
"P236",1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,17,1.16548901841292,1.05719051821962
"P252",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,17,0.710404959402073,0.80698906726981
"P278",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,17,0.882974682941254,0.938726391239944
"P294",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,17,0.936278098287225,0.98007611537018
"P311",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,17,0.843082443030368,0.899431788035573
"P324",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,17,0.99241872642229,0.999988274401907
"P328",1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,17,0.940420487533143,0.99324169014362
"P340",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,17,1.11702493208381,1.14643970434911
"P355",1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,17,1.09881520492266,1.10935032317551
"P358",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,17,0.961278144054946,0.997325365167855
"P395",1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,17,1.14140332362072,1.05842922571997
"P442",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,17,0.747898399795695,0.845360441675633
"P490",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,17,0.83207451421965,0.885698645542474
"P521",1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,17,1.24563275442385,1.16307487245903
"P532",1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,17,1.15093816520173,1.09324003008513
"P547",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,17,0.846752367319575,0.896998972699776
"P549",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,17,0.756498488172506,0.857501466775936
"P562",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,17,0.686940000123377,0.78323667334145
"P564",1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,17,0.949432607817894,1.0050851466069
"P572",1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,17,0.942798029971766,0.919095625339727
"P578",1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,17,1.01071631106908,1.0187380818425
"P595",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,17,0.944864838424981,1.00311555363791
"P614",1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,17,1.12435581289522,1.04613786928919
"P652",1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,17,1.09680733193239,1.1140969467921
"P691",1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,17,0.826554057243848,0.923002463728632
"P695",1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,17,0.888199594183265,0.926191548797906
"P698",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,17,0.918453068715055,0.986734883146865
"P710",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,17,0.774204600148091,0.87221640325106
"P720",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,17,0.766352120186007,0.855356115441231
"P746",1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,17,0.965741126970903,1.02088160875991
"P754",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,17,0.819364468605124,0.911265147031051
"P758",1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,17,0.81466370116033,0.89860687679823
"P766",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,17,0.859037370895515,0.977119644508057
"P787",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,17,0.86455581172468,0.985568734081318
"P799",1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,17,0.97492031493237,1.00506772390381
"P809",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,17,0.78079201842186,0.870514102918953
"P813",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,17,0.76546508583642,0.856744907052805
"P909",1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,17,0.992714822337473,0.936644347061651
"P910",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,17,0.788457664307569,0.844161148013926
"P917",1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,17,1.04456752292844,0.996570286898866
"P929",1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,17,1.19357033407674,1.12595203875084
"P930",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,17,0.87644231470053,0.91803771125589
"P944",1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,17,1.00074213661207,1.05680499823426
"P962",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,17,0.751067081693736,0.862051297046914
"P965",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,17,0.867692176562683,0.979159237358918
"P966",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,17,0.99074067728668,0.97758430444542
"P972",1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,17,1.00091546725307,1.01424379754672
"P1015",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,17,0.774518981489081,0.862377199864694
"P1018",1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,17,0.969134375341858,1.02127096591839
"P1036",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,17,0.894225865891388,0.954667754983556
"P1038",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,17,0.77632195124726,0.885888199013454
"P1044",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,17,0.844440335914545,0.947454064591221
"P1057",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,17,0.838278525831339,0.955835296990281
"P1062",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,17,0.781811722435058,0.875697297628054
"P1085",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,17,0.974026274061203,0.925269784233015
"P1091",0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,17,1.21283182233192,0.983659614295857
"P1098",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,17,0.76628903928135,0.853116557408993
"P1104",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,17,0.792515757231094,0.902470399892669
"P1111",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,17,0.745141246348912,0.849501446424777
"P1132",1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,17,1.33800028370359,1.19251567854549
"P1140",1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,17,0.944942066722693,0.999662446642018
"P1143",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,17,0.894575303156711,0.939064552716045
"P1160",1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,17,0.991168033732762,1.03254730470696
"P1167",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,17,1.02122187497527,1.09156981362535
"P1178",1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,17,0.877454917842478,0.903064524735652
"P1185",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,17,0.876823484231205,0.915832480075305
"P1201",1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,17,1.36538883694682,1.22273054755213
"P1277",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,17,0.925855174977169,0.936575447173855
"P1300",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,17,0.938798826947429,0.956673615871368
"P1305",1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,17,1.10520854582924,1.11479290786801
"P1313",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,17,0.817681044471718,0.870840713996097
"P1318",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,17,0.693930479343846,0.79682235349627
"P1367",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,17,0.924622609566584,0.97089046138354
"P1398",0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,17,1.83171739861769,1.33532430668609
"P1402",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,17,1.02959061121092,1.0273421059249
"P1417",1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,17,1.01916222022555,1.00721662234923
"P1426",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,17,0.713998116898272,0.802085332773347
"P1433",0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,17,1.22897300864943,0.956532982722921
"P1523",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,17,0.842707368409164,0.909168695273375
"P1529",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,17,0.803965126981914,0.903249318465734
"P1598",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,17,0.819076343129731,0.925551032865358
"P1603",1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,17,0.952164434565684,1.02319512598094
"P1605",0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,17,1.33432324662563,1.07923040593443
"P1606",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,17,0.803941979390272,0.909123490120996
"P1615",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,17,0.896634581047904,0.947057486479954
"P1629",0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,17,1.27891764641179,1.06370259087977
"P1636",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,17,0.710522194157411,0.811115729670248
"P1637",1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,17,0.937574042897235,1.00728738284259
"P1648",0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,17,1.20988234719423,0.972059660600881
"P1652",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,17,0.801395897652953,0.899377473938167
"P71",1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,18,1.11834520680423,1.14657000712755
"P94",1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,18,1.19925290941164,1.05161922854766
"P124",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,18,1.15449850020235,1.00594001103559
"P143",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,18,0.937341086195531,0.944747146331022
"P148",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,18,0.778311582893478,0.885943899859135
"P173",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,18,0.953430388232458,1.00321534930555
"P184",1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,18,1.5130904425,1.24915861978194
"P196",1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,18,0.939576808817046,0.946697559739619
"P202",1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,18,1.06401977893283,0.984006876204124
"P204",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,18,0.754097055886226,0.88490577370716
"P206",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,18,0.966405876309799,1.04030950784819
"P225",0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,18,1.9175038498418,1.32975298391898
"P232",1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,18,0.790524321482952,0.875994303369207
"P235",1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,18,1.0478234234171,1.10656944891549
"P240",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,18,0.672910080924368,0.804505158355239
"P248",1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,18,1.13569244067235,1.10370592967585
"P249",1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,18,0.850559271951211,0.960376351701691
"P250",0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,18,1.72142739925816,1.14313302057898
"P251",1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,18,1.07756235260513,1.03602412761799
"P259",1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,18,1.24407906250786,1.04287414603671
"P291",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,18,0.704006796322122,0.831372263243694
"P314",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,18,0.862333851050194,0.933614523133677
"P319",1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,18,1.07664240476791,1.03749471656333
"P326",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,18,1.03483690658174,0.949663408595852
"P329",1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,18,1.02839649764911,1.04342412221476
"P357",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,18,0.862061867430932,0.994478995612346
"P398",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,18,0.969369989224867,0.949208059439667
"P422",1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,18,1.10855805276384,1.05299892004609
"P445",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,18,0.952761321674722,0.902504220235133
"P452",1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,18,1.76587607026269,1.3768354805658
"P476",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,18,0.785264801631883,0.911397890582019
"P501",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,18,0.73762851962715,0.858981017314348
"P516",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,18,0.699678821241337,0.813799646200425
"P550",1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,18,1.2997373579114,1.18800587540094
"P552",1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,18,1.2783319370683,1.20927145097726
"P575",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,18,1.05972986457674,0.975114392716997
"P576",1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,18,0.887456700374862,0.99529403579183
"P581",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,18,0.925770678189932,1.04980424146291
"P663",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,18,0.918731458212796,0.995116702061175
"P673",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,18,0.727754061806192,0.849891517821668
"P708",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,18,0.904831918625471,0.958984660537578
"P718",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,18,1.10850933171898,1.07180284288847
"P726",1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,18,1.2452216488415,1.12776719881721
"P729",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,18,0.749074262801433,0.869727573772491
"P739",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,18,0.891249596452043,0.921699028980072
"P748",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,18,0.939505172454619,1.01379436568178
"P759",1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,18,1.51388576025032,1.26021451459364
"P768",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,18,1.03181893782451,1.1023728876543
"P773",1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,18,0.800658125646933,0.918235835907714
"P778",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,18,0.8809188674453,0.928322897449044
"P793",1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,18,0.917670726575773,1.01027561873666
"P794",1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,18,1.40348829685601,1.18769866459436
"P814",1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,18,1.03455651231205,1.04928856234714
"P819",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,18,0.733314744721272,0.857078494294785
"P841",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,18,0.771514952177465,0.886737991592323
"P843",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,18,0.70976691841538,0.828457431716481
"P886",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,18,0.689227931093949,0.816117406483728
"P889",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,18,0.755540381532204,0.888035046149119
"P921",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,18,0.972007911303125,1.0307293764249
"P926",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,18,0.737254936123058,0.847461544715553
"P950",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,18,0.735656190322755,0.863487560185543
"P961",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,18,0.899276051957538,0.953173562253061
"P976",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,18,0.828162890964725,0.952567231884878
"P991",0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,18,1.37418186542968,1.05999539576362
"P992",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,18,0.886857700239536,1.01677147905397
"P993",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,18,0.932061361598797,0.996139656504975
